nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
3.304722222222222427e+01 3.429305555555555429e+01 3.528055555555555856e+01 3.632361111111111285e+01 3.702638888888888857e+01 3.764791666666666714e+01 3.842777777777777715e+01 3.868472222222222001e+01 3.895972222222221859e+01 3.872152777777777999e+01 3.934097222222222001e+01 3.882499999999999574e+01 3.895972222222221859e+01 3.864791666666666714e+01 3.833402777777777715e+01 3.801527777777777573e+01 3.769444444444444287e+01 3.701666666666666572e+01 3.666458333333333286e+01 3.635069444444444287e+01 3.570555555555555571e+01 3.512013888888888857e+01 3.450694444444444287e+01 3.463888888888889284e+01 3.450208333333333144e+01 3.451666666666666572e+01 3.438541666666666430e+01 3.446736111111111001e+01 3.437569444444444144e+01 3.440138888888888857e+01 3.468055555555555713e+01 3.494652777777778141e+01 3.516458333333333286e+01 3.524791666666666856e+01 3.556388888888888999e+01 3.616041666666666998e+01 3.642569444444444571e+01 3.694722222222222285e+01 3.732430555555555429e+01 3.773055555555555429e+01 3.815763888888888999e+01 3.876666666666666572e+01 3.871875000000000000e+01 3.895277777777777573e+01 3.885555555555555429e+01 3.891319444444444287e+01 3.828541666666666998e+01 3.830763888888888857e+01 3.752430555555555713e+01 3.741874999999999574e+01 3.690763888888888999e+01 3.623680555555555571e+01 3.559791666666666998e+01 3.511597222222221859e+01 3.445486111111110716e+01 3.399027777777777715e+01 3.315416666666666856e+01 3.261458333333333570e+01 3.152777777777777501e+01 3.089166666666666572e+01 2.976527777777777928e+01 2.823680555555555216e+01 2.637708333333333144e+01 2.397916666666666785e+01 2.135277777777777786e+01 1.787152777777777857e+01 1.283750000000000036e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 1.378263888888888999e+01 1.900208333333333499e+01 2.271388888888888857e+01 2.561805555555555713e+01 2.792638888888889070e+01 3.007499999999999929e+01 3.164791666666666359e+01
3.805347222222221859e+01 3.894236111111111143e+01 4.017013888888889284e+01 4.079861111111110716e+01 4.135000000000000142e+01 4.194930555555555429e+01 4.223958333333333570e+01 4.286666666666666714e+01 4.325277777777777288e+01 4.344236111111110432e+01 4.320694444444444571e+01 4.344999999999999574e+01 4.340555555555555856e+01 4.304444444444444429e+01 4.232569444444444429e+01 4.203333333333333144e+01 4.136527777777777715e+01 4.075277777777777999e+01 4.007777777777777573e+01 3.918750000000000000e+01 3.886597222222221859e+01 3.802638888888888857e+01 3.727083333333333570e+01 3.687986111111111143e+01 3.691666666666666430e+01 3.624722222222222001e+01 3.648263888888889284e+01 3.616180555555555287e+01 3.632499999999999574e+01 3.632430555555555429e+01 3.654652777777777573e+01 3.660000000000000142e+01 3.696527777777777857e+01 3.774861111111111001e+01 3.828680555555555287e+01 3.883333333333333570e+01 3.920416666666666572e+01 3.964999999999999858e+01 4.035902777777777573e+01 4.122291666666666998e+01 4.183472222222221859e+01 4.221041666666666714e+01 4.242916666666666714e+01 4.257569444444444429e+01 4.232916666666666572e+01 4.224305555555555713e+01 4.202569444444444713e+01 4.156527777777777999e+01 4.105972222222222001e+01 4.092777777777777715e+01 4.001180555555555429e+01 3.961319444444444571e+01 3.923194444444444429e+01 3.887152777777777857e+01 3.807291666666666430e+01 3.743819444444444144e+01 3.661458333333333570e+01 3.591805555555555429e+01 3.549305555555555713e+01 3.462986111111111143e+01 3.393750000000000000e+01 3.293541666666666856e+01 3.202847222222222001e+01 3.067361111111111072e+01 2.902013888888889070e+01 2.682708333333333428e+01 2.367847222222222214e+01 2.004652777777777928e+01 1.441527777777777608e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 1.390416666666666679e+01 2.075138888888888999e+01 2.461041666666666572e+01 2.796944444444444500e+01 3.050624999999999787e+01 3.237569444444444144e+01 3.377083333333333570e+01 3.547013888888888999e+01 3.678958333333333286e+01
4.229236111111111285e+01 4.270833333333333570e+01 4.372500000000000142e+01 4.427708333333333712e+01 4.488472222222222285e+01 4.554097222222222285e+01 4.606527777777777288e+01 4.577569444444444002e+01 4.672638888888889142e+01 4.679652777777777573e+01 4.642430555555555571e+01 4.699027777777777715e+01 4.668680555555555856e+01 4.656527777777777288e+01 4.670833333333333570e+01 4.619305555555555998e+01 4.562847222222222143e+01 4.459375000000000000e+01 4.407777777777777573e+01 4.293888888888888999e+01 4.216319444444444287e+01 4.126111111111111285e+01 4.027222222222221859e+01 3.988611111111111285e+01 3.866527777777778141e+01 3.859375000000000000e+01 3.858333333333333570e+01 3.807847222222222427e+01 3.761666666666666714e+01 3.819444444444444287e+01 3.851458333333333428e+01 3.864513888888888715e+01 3.900972222222222285e+01 3.994583333333333286e+01 4.078472222222222143e+01 4.153402777777777999e+01 4.185208333333333286e+01 4.305138888888888715e+01 4.381388888888888999e+01 4.472777777777778141e+01 4.500347222222222143e+01 4.568402777777777857e+01 4.559930555555555998e+01 4.590763888888888999e+01 4.602986111111111001e+01 4.562083333333333712e+01 4.510138888888889142e+01 4.475694444444444997e+01 4.431875000000000142e+01 4.371875000000000000e+01 4.364652777777777715e+01 4.291041666666666288e+01 4.227361111111111569e+01 4.164930555555555713e+01 4.130138888888888715e+01 4.055208333333333570e+01 4.002569444444444713e+01 3.912708333333333144e+01 3.836874999999999858e+01 3.777569444444444713e+01 3.712986111111111143e+01 3.634722222222222143e+01 3.563680555555555429e+01 3.486527777777777715e+01 3.371180555555555713e+01 3.289305555555555571e+01 3.171944444444444500e+01 2.929583333333333428e+01 2.635833333333333428e+01 2.190555555555555500e+01 1.426319444444444429e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 1.360416666666666607e+01 2.132916666666666572e+01 2.669652777777777786e+01 3.010347222222222285e+01 3.285624999999999574e+01 3.474305555555555713e+01 3.647916666666666430e+01 3.790972222222222143e+01 3.910069444444444287e+01 4.017083333333333428e+01 4.121736111111111001e+01
4.590555555555555856e+01 4.627986111111111001e+01 4.666319444444444997e+01 4.725277777777777288e+01 4.777291666666666714e+01 4.800555555555555998e+01 4.846388888888889568e+01 4.878472222222222143e+01 4.937291666666666856e+01 4.953541666666666288e+01 4.975763888888889142e+01 4.958611111111110858e+01 4.994097222222222143e+01 5.016250000000000142e+01 4.991319444444444997e+01 4.959722222222222143e+01 4.918819444444444144e+01 4.919722222222222285e+01 4.740347222222222712e+01 4.661736111111110858e+01 4.519513888888889142e+01 4.435902777777777573e+01 4.347916666666666430e+01 4.241805555555555429e+01 4.183958333333333002e+01 4.076666666666666572e+01 4.038680555555555429e+01 4.026597222222222427e+01 4.066388888888888431e+01 4.008125000000000426e+01 4.040972222222222143e+01 4.105763888888888857e+01 4.170694444444444571e+01 4.234305555555555856e+01 4.298194444444444429e+01 4.425555555555555998e+01 4.504374999999999574e+01 4.623055555555555429e+01 4.687638888888888999e+01 4.795763888888888715e+01 4.856111111111111001e+01 4.846875000000000000e+01 4.866597222222222285e+01 4.883333333333333570e+01 4.884236111111111001e+01 4.835347222222222285e+01 4.768263888888889568e+01 4.762291666666666856e+01 4.716736111111111285e+01 4.684861111111110432e+01 4.633611111111110858e+01 4.580208333333333570e+01 4.541388888888889142e+01 4.468750000000000000e+01 4.411041666666667282e+01 4.319583333333333286e+01 4.282708333333332718e+01 4.244236111111111143e+01 4.169999999999999574e+01 4.090902777777777999e+01 4.021041666666666714e+01 3.983680555555555713e+01 3.904722222222222427e+01 3.833333333333333570e+01 3.777430555555555713e+01 3.684305555555555856e+01 3.601527777777777573e+01 3.464236111111110716e+01 3.323680555555555571e+01 3.158611111111111214e+01 2.813194444444444287e+01 2.237638888888888644e+01 1.379513888888888751e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 1.339444444444444393e+01 2.175555555555555642e+01 2.707499999999999929e+01 3.152430555555555713e+01 3.451111111111111285e+01 3.684166666666666856e+01 3.880000000000000426e+01 4.036319444444444571e+01 4.156319444444444144e+01 4.243263888888888857e+01 4.378472222222222143e+01 4.452083333333333570e+01 4.530833333333333712e+01
4.830624999999999858e+01 4.887430555555555856e+01 4.932013888888889142e+01 4.980000000000000426e+01 5.012986111111110432e+01 5.048958333333333570e+01 5.077986111111111001e+01 5.106944444444444997e+01 5.129236111111111285e+01 5.170486111111111427e+01 5.190277777777777857e+01 5.232916666666667282e+01 5.235277777777778141e+01 5.252013888888888715e+01 5.217222222222222427e+01 5.215972222222222143e+01 5.201388888888888573e+01 5.196944444444444144e+01 5.143124999999999858e+01 5.047986111111111285e+01 4.924652777777777857e+01 4.792013888888888573e+01 4.623402777777777573e+01 4.575833333333333286e+01 4.475625000000000142e+01 4.383402777777777715e+01 4.271249999999999858e+01 4.287986111111110432e+01 4.241736111111111285e+01 4.232013888888888431e+01 4.294305555555555998e+01 4.305833333333333712e+01 4.359861111111110432e+01 4.511736111111110858e+01 4.583472222222221859e+01 4.652430555555555003e+01 4.779583333333332718e+01 4.937638888888888999e+01 5.028194444444444144e+01 5.075000000000000000e+01 5.096319444444444002e+01 5.088472222222222285e+01 5.121388888888889568e+01 5.100347222222222143e+01 5.100763888888889142e+01 5.108958333333333712e+01 5.021736111111111001e+01 4.988055555555555998e+01 4.940208333333333712e+01 4.937291666666666856e+01 4.888680555555555429e+01 4.839791666666666714e+01 4.813194444444444997e+01 4.794722222222222285e+01 4.745555555555555571e+01 4.677708333333333712e+01 4.599374999999999858e+01 4.562500000000000000e+01 4.516388888888889142e+01 4.450138888888888999e+01 4.402708333333333712e+01 4.320833333333333570e+01 4.277916666666666856e+01 4.216874999999999574e+01 4.145972222222221859e+01 4.065416666666666856e+01 3.974652777777777857e+01 3.882291666666666430e+01 3.763541666666666430e+01 3.641180555555555287e+01 3.464861111111111569e+01 3.209861111111111143e+01 2.843819444444444500e+01 2.335555555555555429e+01 1.522569444444444464e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 1.487013888888888857e+01 2.285555555555555429e+01 2.807708333333333428e+01 3.246597222222222001e+01 3.604236111111111285e+01 3.907986111111110716e+01 4.110486111111111285e+01 4.275763888888889142e+01 4.411111111111111427e+01 4.492916666666666714e+01 4.576597222222222427e+01 4.666388888888889142e+01 4.723194444444444429e+01 4.761180555555555571e+01 4.815347222222222712e+01
5.166874999999999574e+01 5.176597222222222427e+01 5.226875000000000426e+01 5.245069444444444429e+01 5.261597222222221859e+01 5.302152777777777715e+01 5.327847222222222712e+01 5.340625000000000000e+01 5.348263888888888573e+01 5.422569444444444997e+01 5.447291666666666288e+01 5.455694444444444002e+01 5.424097222222221859e+01 5.435902777777777573e+01 5.442708333333333570e+01 5.445833333333333570e+01 5.429097222222222285e+01 5.440069444444444002e+01 5.454652777777777573e+01 5.372569444444444997e+01 5.309930555555555998e+01 5.200972222222222285e+01 5.067500000000000426e+01 4.955138888888888715e+01 4.810624999999999574e+01 4.657916666666667282e+01 4.588472222222222285e+01 4.562430555555555856e+01 4.446527777777777857e+01 4.532916666666667282e+01 4.576111111111111285e+01 4.564375000000000426e+01 4.717430555555555571e+01 4.798402777777777573e+01 4.873055555555555429e+01 5.043611111111111001e+01 5.105208333333333570e+01 5.242569444444444571e+01 5.315902777777777288e+01 5.355069444444444571e+01 5.363055555555555998e+01 5.362291666666666856e+01 5.326458333333332718e+01 5.332291666666666430e+01 5.310486111111111285e+01 5.311944444444444002e+01 5.266458333333333286e+01 5.203888888888889142e+01 5.157916666666667282e+01 5.140694444444444144e+01 5.127777777777777857e+01 5.080833333333333712e+01 5.074097222222221859e+01 5.038611111111111285e+01 5.007499999999999574e+01 4.954236111111111285e+01 4.902708333333333712e+01 4.877291666666666714e+01 4.842569444444444571e+01 4.791388888888889142e+01 4.749861111111111001e+01 4.725972222222222285e+01 4.682986111111111427e+01 4.645972222222221859e+01 4.563611111111111285e+01 4.499236111111110858e+01 4.409166666666666856e+01 4.306111111111111001e+01 4.186805555555555713e+01 4.077499999999999858e+01 3.908819444444444713e+01 3.735208333333333286e+01 3.467152777777777573e+01 3.212430555555555856e+01 2.843819444444444500e+01 2.440277777777777501e+01 1.832152777777777786e+01 5.193750000000000533e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 4.890972222222222499e+00 1.712638888888888999e+01 2.438194444444444287e+01 2.982499999999999929e+01 3.384722222222222143e+01 3.740555555555555856e+01 4.009097222222222001e+01 4.242847222222221859e+01 4.410069444444444997e+01 4.561041666666667282e+01 4.678333333333333144e+01 4.787222222222222712e+01 4.857569444444444429e+01 4.909305555555555856e+01 4.988333333333333286e+01 5.017013888888888573e+01 5.070763888888888715e+01 5.106944444444444997e+01
5.434444444444444144e+01 5.473402777777777573e+01 5.477430555555555003e+01 5.520277777777777573e+01 5.532152777777778141e+01 5.554166666666666430e+01 5.587916666666666288e+01 5.603263888888888999e+01 5.667986111111110858e+01 5.684097222222222712e+01 5.686874999999999858e+01 5.680555555555555003e+01 5.689375000000000426e+01 5.684236111111111001e+01 5.677777777777777857e+01 5.702499999999999858e+01 5.671388888888889568e+01 5.662013888888889568e+01 5.667222222222222427e+01 5.672777777777778141e+01 5.628125000000000000e+01 5.569722222222222285e+01 5.406041666666666856e+01 5.364930555555555003e+01 5.158958333333333712e+01 5.086458333333333570e+01 4.942847222222221859e+01 4.825833333333333286e+01 4.905277777777777715e+01 4.823750000000000426e+01 4.874791666666666856e+01 4.963680555555555429e+01 4.962847222222222143e+01 5.095902777777777715e+01 5.218333333333333712e+01 5.310000000000000142e+01 5.448819444444444571e+01 5.558194444444444571e+01 5.551805555555555571e+01 5.541597222222222285e+01 5.546666666666666856e+01 5.558958333333333712e+01 5.530000000000000426e+01 5.547916666666666430e+01 5.513680555555555429e+01 5.515555555555555856e+01 5.484722222222222143e+01 5.454236111111111285e+01 5.421319444444444002e+01 5.402916666666666856e+01 5.388541666666666430e+01 5.343750000000000000e+01 5.305277777777777715e+01 5.293194444444444002e+01 5.254236111111111285e+01 5.241180555555555998e+01 5.207361111111111285e+01 5.158958333333333712e+01 5.128402777777777288e+01 5.116180555555555998e+01 5.090138888888889568e+01 5.048611111111111427e+01 5.021180555555555003e+01 5.013333333333333286e+01 4.954444444444444429e+01 4.889375000000000426e+01 4.833055555555555571e+01 4.736388888888888715e+01 4.648611111111111427e+01 4.543055555555555003e+01 4.387638888888888999e+01 4.244930555555555429e+01 4.034583333333333144e+01 3.793124999999999858e+01 3.562847222222222143e+01 3.265416666666666856e+01 2.922499999999999787e+01 2.549861111111111356e+01 2.140486111111111356e+01 1.576736111111111249e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 1.325694444444444464e+01 1.966736111111110930e+01 2.505902777777777501e+01 2.969236111111111143e+01 3.398680555555555571e+01 3.820486111111110716e+01 4.089513888888888715e+01 4.293819444444444144e+01 4.495972222222221859e+01 4.658541666666666714e+01 4.810208333333333286e+01 4.932638888888888573e+01 5.017152777777777573e+01 5.113263888888889142e+01 5.163194444444444997e+01 5.254305555555555429e+01 5.299930555555555856e+01 5.317222222222222427e+01 5.355763888888889568e+01 5.420972222222221859e+01
5.729930555555555571e+01 5.757222222222222285e+01 5.772083333333333144e+01 5.810624999999999574e+01 5.803888888888889142e+01 5.826736111111111427e+01 5.834027777777777857e+01 5.847291666666666288e+01 5.864513888888888715e+01 5.871041666666666714e+01 5.880208333333333570e+01 5.882083333333333286e+01 5.891736111111111285e+01 5.903263888888888999e+01 5.881527777777777288e+01 5.864930555555555003e+01 5.875555555555555998e+01 5.867986111111110858e+01 5.910138888888889142e+01 5.897152777777777288e+01 5.882152777777778141e+01 5.829166666666666430e+01 5.798263888888888573e+01 5.681111111111111001e+01 5.489375000000000426e+01 5.372430555555555998e+01 5.323055555555555429e+01 5.285347222222222285e+01 5.256666666666666288e+01 5.278888888888889142e+01 5.269791666666666430e+01 5.311805555555555003e+01 5.410000000000000142e+01 5.409722222222222143e+01 5.526597222222222427e+01 5.654444444444444429e+01 5.719652777777778141e+01 5.765555555555555856e+01 5.805833333333333712e+01 5.811736111111110858e+01 5.755624999999999858e+01 5.749583333333333712e+01 5.772847222222222285e+01 5.767013888888888573e+01 5.747083333333333144e+01 5.771875000000000000e+01 5.763888888888888573e+01 5.722777777777778141e+01 5.689027777777777573e+01 5.661319444444444571e+01 5.639375000000000426e+01 5.605486111111110858e+01 5.567916666666666714e+01 5.586111111111111427e+01 5.562500000000000000e+01 5.511736111111110858e+01 5.496319444444444002e+01 5.489375000000000426e+01 5.457847222222222427e+01 5.450277777777777288e+01 5.419305555555555998e+01 5.388402777777778141e+01 5.351805555555555571e+01 5.325347222222222143e+01 5.280902777777777857e+01 5.230416666666666714e+01 5.160833333333332718e+01 5.085000000000000142e+01 4.993888888888888999e+01 4.890555555555555856e+01 4.791250000000000142e+01 4.684305555555555856e+01 4.495486111111111427e+01 4.321527777777777857e+01 4.105902777777777857e+01 3.883125000000000426e+01 3.672013888888888999e+01 3.390069444444444713e+01 3.125833333333333641e+01 2.818472222222222001e+01 2.461111111111111072e+01 2.138472222222222285e+01 1.728958333333333286e+01 1.197361111111111143e+01 2.650694444444444464e+00 nan nan nan nan nan nan nan nan nan nan 1.391666666666666607e+00 1.003541666666666643e+01 1.536527777777777715e+01 1.908055555555555571e+01 2.244999999999999929e+01 2.588194444444444287e+01 2.883888888888888857e+01 3.199097222222222214e+01 3.511736111111111569e+01 3.893263888888888857e+01 4.296527777777777857e+01 4.552013888888888715e+01 4.722361111111110432e+01 4.893263888888889568e+01 5.037013888888889568e+01 5.146388888888889568e+01 5.257083333333333286e+01 5.333819444444444002e+01 5.419791666666666430e+01 5.465694444444444144e+01 5.544097222222222143e+01 5.582222222222222285e+01 5.629513888888888573e+01 5.645138888888888573e+01 5.712430555555555856e+01
6.073958333333333570e+01 6.090347222222222712e+01 6.106527777777777288e+01 6.149861111111111001e+01 6.144791666666666430e+01 6.164513888888888715e+01 6.172916666666666430e+01 6.184305555555555856e+01 6.207777777777777573e+01 6.179652777777777573e+01 6.181388888888888999e+01 6.158125000000000426e+01 6.152013888888888715e+01 6.117430555555555571e+01 6.125208333333333144e+01 6.106111111111111001e+01 6.115763888888888999e+01 6.124583333333333712e+01 6.118124999999999858e+01 6.090625000000000000e+01 6.093402777777777857e+01 6.062708333333333144e+01 6.100486111111110432e+01 5.937777777777777288e+01 5.861041666666667282e+01 5.798819444444444571e+01 5.687361111111111001e+01 5.663263888888889142e+01 5.601458333333332718e+01 5.599652777777777857e+01 5.621041666666666714e+01 5.666319444444444997e+01 5.716180555555555998e+01 5.774583333333333712e+01 5.837152777777777857e+01 5.916388888888889142e+01 5.991666666666666430e+01 6.026041666666666430e+01 5.973750000000000426e+01 5.994375000000000142e+01 6.017222222222222427e+01 5.997569444444444997e+01 5.990902777777777288e+01 5.992500000000000426e+01 6.017638888888888715e+01 6.007638888888888573e+01 6.031944444444444997e+01 6.012430555555555856e+01 5.986250000000000426e+01 5.978819444444444997e+01 5.955624999999999858e+01 5.944027777777777288e+01 5.914930555555555003e+01 5.915347222222222712e+01 5.901597222222222427e+01 5.913680555555555429e+01 5.865625000000000000e+01 5.869305555555555998e+01 5.842916666666666714e+01 5.820208333333332718e+01 5.792152777777777573e+01 5.749930555555555856e+01 5.691874999999999574e+01 5.649930555555555856e+01 5.608472222222221859e+01 5.561111111111111427e+01 5.506111111111111001e+01 5.422222222222222143e+01 5.335763888888888573e+01 5.251666666666667282e+01 5.153402777777777288e+01 5.056388888888888999e+01 4.928541666666666288e+01 4.757499999999999574e+01 4.577847222222222712e+01 4.378333333333333144e+01 4.189999999999999858e+01 4.024791666666666856e+01 3.800625000000000142e+01 3.547777777777778141e+01 3.146805555555555500e+01 2.832916666666666572e+01 2.548888888888889070e+01 2.298472222222222072e+01 2.091874999999999929e+01 1.864166666666666572e+01 1.705625000000000213e+01 1.577708333333333179e+01 1.469722222222222285e+01 1.405763888888888857e+01 1.380347222222222392e+01 1.408402777777777715e+01 1.486388888888888893e+01 1.693333333333333357e+01 1.974236111111111214e+01 2.023194444444444429e+01 2.143333333333333357e+01 2.355347222222222214e+01 2.569236111111111143e+01 2.840138888888888857e+01 3.081874999999999787e+01 3.369930555555555429e+01 3.648541666666666572e+01 3.918402777777777857e+01 4.271041666666666714e+01 4.669999999999999574e+01 4.970069444444444429e+01 5.111944444444444002e+01 5.268055555555555003e+01 5.376111111111111285e+01 5.488055555555555998e+01 5.579305555555555429e+01 5.656041666666666856e+01 5.721875000000000000e+01 5.811250000000000426e+01 5.844097222222222143e+01 5.897500000000000142e+01 5.943263888888889568e+01 5.981597222222222143e+01 6.022916666666666430e+01
6.508888888888888857e+01 6.540486111111111711e+01 6.573472222222223138e+01 6.586944444444444002e+01 6.606111111111111711e+01 6.661666666666666003e+01 6.680555555555555713e+01 6.675763888888889142e+01 6.684305555555555145e+01 6.655902777777778567e+01 6.633333333333332860e+01 6.596666666666666856e+01 6.542847222222222570e+01 6.490833333333333144e+01 6.438750000000000284e+01 6.419305555555555998e+01 6.418263888888888857e+01 6.370625000000000426e+01 6.338055555555555998e+01 6.343680555555555856e+01 6.352430555555555003e+01 6.306041666666666856e+01 6.287708333333333144e+01 6.303333333333333144e+01 6.200000000000000000e+01 6.122291666666666288e+01 6.042430555555555571e+01 5.957222222222222285e+01 5.880416666666666714e+01 5.889097222222222427e+01 5.869722222222222285e+01 5.955138888888888715e+01 5.981736111111110432e+01 6.039027777777777573e+01 6.110624999999999574e+01 6.176527777777777573e+01 6.224166666666666714e+01 6.250625000000000142e+01 6.220763888888888715e+01 6.210347222222222285e+01 6.228402777777777288e+01 6.251111111111111285e+01 6.222847222222222285e+01 6.233611111111110858e+01 6.261944444444444002e+01 6.249236111111110858e+01 6.286597222222221859e+01 6.341111111111110432e+01 6.349097222222221859e+01 6.400902777777777430e+01 6.424166666666666003e+01 6.407083333333333997e+01 6.431805555555555998e+01 6.434305555555555145e+01 6.425972222222222285e+01 6.394999999999999574e+01 6.368194444444444002e+01 6.364999999999999858e+01 6.340347222222222712e+01 6.297708333333333286e+01 6.261180555555555571e+01 6.233402777777777715e+01 6.197430555555555998e+01 6.104583333333332718e+01 6.085138888888889142e+01 6.013333333333333286e+01 5.931111111111111001e+01 5.860208333333333286e+01 5.784583333333333144e+01 5.700416666666666288e+01 5.620833333333333570e+01 5.514097222222222427e+01 5.410833333333332718e+01 5.290694444444444144e+01 5.167986111111110858e+01 5.048402777777777573e+01 4.915347222222222712e+01 4.754166666666666430e+01 4.644375000000000142e+01 4.125694444444444287e+01 3.814166666666666572e+01 3.553194444444444144e+01 3.299652777777777857e+01 3.080486111111111214e+01 2.890069444444444358e+01 2.759027777777777501e+01 2.628194444444444500e+01 2.523680555555555216e+01 2.441111111111111143e+01 2.387638888888888644e+01 2.338402777777777786e+01 2.373263888888888928e+01 2.423124999999999929e+01 2.562847222222222499e+01 2.721250000000000213e+01 2.759444444444444500e+01 2.860694444444444784e+01 2.976111111111110930e+01 3.123888888888889070e+01 3.364375000000000426e+01 3.558194444444444571e+01 3.787777777777777999e+01 4.065902777777777999e+01 4.322569444444444997e+01 4.649722222222222712e+01 5.009166666666666856e+01 5.445347222222222427e+01 5.560624999999999574e+01 5.702986111111111001e+01 5.823333333333332718e+01 5.908611111111110858e+01 5.987708333333333144e+01 6.063819444444444429e+01 6.123263888888888573e+01 6.211527777777777715e+01 6.264791666666666714e+01 6.334375000000000000e+01 6.371944444444444144e+01 6.429722222222223138e+01 6.448402777777776862e+01
6.882986111111111427e+01 6.944097222222221433e+01 6.954375000000000284e+01 7.006319444444444855e+01 7.025902777777777430e+01 7.061249999999999716e+01 7.065416666666666856e+01 7.101388888888888573e+01 7.038333333333333997e+01 7.026736111111111427e+01 6.980694444444444002e+01 6.933541666666666003e+01 6.886458333333332860e+01 6.852569444444444002e+01 6.810555555555555429e+01 6.748749999999999716e+01 6.713750000000000284e+01 6.670138888888888573e+01 6.614930555555555713e+01 6.622569444444444287e+01 6.598194444444443718e+01 6.590486111111111711e+01 6.579930555555556282e+01 6.558333333333332860e+01 6.518819444444444855e+01 6.432708333333333428e+01 6.299652777777777857e+01 6.202986111111111001e+01 6.145902777777777715e+01 6.140972222222222143e+01 6.152986111111111001e+01 6.144999999999999574e+01 6.200902777777778141e+01 6.254166666666666430e+01 6.377222222222221859e+01 6.421180555555555713e+01 6.436041666666666572e+01 6.472777777777777430e+01 6.482986111111111427e+01 6.460694444444443718e+01 6.430138888888889426e+01 6.514305555555556282e+01 6.488263888888889142e+01 6.507777777777776862e+01 6.540486111111111711e+01 6.585833333333333428e+01 6.633819444444444002e+01 6.706041666666666856e+01 6.740208333333333712e+01 6.773680555555556282e+01 6.822361111111111143e+01 6.842361111111111427e+01 6.872638888888889142e+01 6.872083333333333144e+01 6.864652777777777715e+01 6.845208333333333428e+01 6.817361111111111427e+01 6.781736111111111143e+01 6.751666666666666572e+01 6.721319444444444002e+01 6.662222222222222001e+01 6.634375000000000000e+01 6.594930555555555429e+01 6.562152777777778567e+01 6.541944444444443718e+01 6.511527777777777715e+01 6.456597222222221433e+01 6.421597222222222001e+01 6.376458333333332718e+01 6.326944444444444571e+01 6.257222222222222285e+01 6.224722222222222712e+01 6.125416666666666288e+01 6.011666666666666714e+01 5.903333333333333144e+01 5.770138888888888573e+01 5.665902777777777288e+01 5.540555555555555856e+01 4.969027777777777288e+01 4.580138888888888715e+01 4.294861111111111285e+01 4.104236111111111285e+01 3.981319444444444144e+01 3.845833333333333570e+01 3.749861111111111001e+01 3.630416666666666714e+01 3.560138888888888431e+01 3.477708333333333002e+01 3.455138888888888715e+01 3.439305555555555571e+01 3.495416666666666572e+01 3.556319444444444144e+01 3.578402777777777999e+01 3.623333333333333428e+01 3.647986111111111285e+01 3.797986111111111285e+01 3.914236111111110716e+01 4.012361111111111001e+01 4.044305555555555287e+01 4.187916666666666998e+01 4.334583333333333144e+01 4.509722222222222143e+01 4.668958333333333144e+01 4.860208333333333286e+01 5.195208333333332718e+01 5.576875000000000426e+01 6.119166666666666288e+01 6.194791666666666430e+01 6.287291666666666856e+01 6.355486111111110858e+01 6.424583333333333712e+01 6.486458333333332860e+01 6.519722222222222285e+01 6.565555555555555145e+01 6.620555555555556282e+01 6.639305555555556282e+01 6.699305555555555713e+01 6.764930555555555713e+01 6.799791666666666856e+01 6.833611111111110858e+01
