-12.01318267,-35.57137335,5
-11.55753969,-35.36115588,5
-10.7982613,-34.51079229,5
-10.09952554,-34.51703101,5
-9.340192903,-33.88095362,5
-8.823736039,-33.88556484,5
-8.125054532,-33.67751735,5
-7.487512404,-31.96892398,5
-6.788993646,-31.1180179,5
-6.364272975,-28.76466719,5
-5.847544863,-29.8407094,5
-5.057181413,-31.77633765,5
-4.236655146,-32.85509235,5
-3.568027957,-33.93249081,5
-2.504517415,-34.79912929,5
-1.562526136,-35.66468279,5
-0.347116517,-36.53267752,5
0.624820581,-35.68421267,5
1.475455415,-35.69180762,5
2.447229763,-34.20048418,5
3.054337826,-32.27733336,5
3.478895748,-29.28112405,5
3.842585539,-25.85579985,5
4.327143597,-19.86012627,5
4.538825811,-16.00487343,5
4.99343805,-11.72321818,5
5.509189668,-8.94210882,5
6.086026415,-7.447259148,5
6.694165222,-9.595546102,5
7.333606089,-15.38696968,5
7.790768062,-21.17676577,5
8.186736408,-25.25172977,5
8.612976069,-28.89839263,5
9.404044765,-33.61974146,5
9.951478191,-35.98177211,5
10.71102783,-36.20283952,5
11.56171691,-36.42472067,5
11.9262747,-36.42797565,5
-11.8440322,16.28425923,5
-11.32708709,14.35107222,5
-10.90057618,9.632978375,5
-10.4435227,4.271754683,5
-10.13836831,-1.088112767,5
-9.772508527,-6.234236515,5
-9.436811566,-12.23723381,5
-8.98008359,-16.31274031,5
-8.61444081,-20.60171926,5
-8.005813756,-24.678582,5
-7.367349384,-26.61285401,5
-6.668233879,-28.11909611,5
-5.392281628,-28.13048854,5
-4.542135041,-26.20950771,5
-3.570631941,-23.64675327,5
-3.055043072,-20.22278531,5
-2.630756399,-16.15514502,5
-2.206523975,-11.87321852,5
-1.752508482,-5.234415087,5
-1.480826132,1.620302035,5
-1.208492786,5.903584773,5
-0.723988978,12.11354456,5
-0.238942674,16.18064236,5
0.307351508,18.31862188,5
1.096684215,20.45443141,5
2.767628317,20.22522655,5
4.924757967,19.56310932,5
9.572706991,20.16446692,5
7.263841012,20.18508179,5
3.770107979,20.43056155,5
10.60562072,20.15524447,5
11.42620123,18.86220358,5
11.88249521,16.50098667,5
-12.01383367,-32.99993897,10
-11.40629161,-32.79107774,10
-10.67723028,-32.5833015,10
-10.06979672,-31.94586787,10
-9.310301334,-31.95264908,10
-8.733193339,-31.5292304,10
-8.186465159,-31.10554047,10
-7.579411346,-28.96810345,10
-8.157278837,-26.39151535,10
-8.735634574,-21.88635146,10
-9.344858374,-15.45234053,10
-9.802020348,-9.662544445,10
-10.25967057,-1.944172568,10
-10.71666979,3.202764925,10
-11.17366902,8.349702418,10
-11.50860648,11.35269293,10
-11.96500896,14.14248224,10
-4.966747212,-28.99143081,10
-3.933182489,-31.57208764,10
-2.991245459,-32.22335494,10
-2.049362679,-32.66033603,10
-1.077100084,-33.09758838,10
-0.074457673,-33.53511197,10
0.928076239,-33.54406316,10
1.687517377,-33.33655817,10
2.264516873,-32.4845671,10
2.689400292,-30.77407499,10
3.417376622,-26.28057478,10
3.841337797,-20.92721729,10
4.325841605,-14.7172575,10
4.689314397,-10.43478851,10
5.083492503,-7.438307953,10
5.38696516,-6.155303244,10
5.87271671,-4.873926026,10
6.298196877,-5.520582099,10
6.966878316,-6.812266755,10
7.727892694,-12.81906153,10
8.215651482,-19.46627366,10
8.581348511,-23.96953881,10
9.007696672,-28.04477406,10
9.616160977,-31.47877821,10
10.2545711,-33.19876401,10
10.92303554,-33.63330387,10
11.59139148,-33.63927134,10
11.89508114,-33.21341142,10
-11.95339953,-31.71476427,15
-11.22439246,-31.29270184,15
-10.40413744,-31.30002554,15
-9.584045172,-30.66449065,15
-8.764061402,-29.60038336,15
-8.369232299,-29.1753372,15
-8.67378995,-26.17261793,15
-8.917804968,-22.31329637,15
-9.496486204,-16.52241529,15
-10.04467912,-11.16037785,15
-10.53243791,-4.513165717,15
-10.86775513,-0.010171813,15
-11.17274677,4.706837041,15
-11.47741292,8.138128703,15
-11.99479203,11.7856053,15
-3.781934408,-29.0020095,15
-2.991516708,-31.15192394,15
-2.23196707,-31.37299135,15
-1.350898171,-31.59514375,15
-0.409015391,-32.03212485,15
0.411293877,-32.25373475,15
1.383393724,-32.0481285,15
2.142617863,-30.98347871,15
2.627989665,-28.20209811,15
3.17384985,-24.349829,15
3.47683426,-21.1382485,15
3.809872988,-16.64122206,15
4.234159661,-12.57358177,15
4.567686636,-10.00513111,15
4.900996612,-6.579535668,15
5.47756211,-4.013255003,15
